RCPT_YR,CGG_CD,CGG_NM_EN,STDG_CD,STDG_NM,LOTNO_SE,LOTNO_SE_NM,MNO,SNO,CTRT_DAY,THING_AMT,ARCH_AREA,LAND_AREA,FLR,RGHT_SE,RTRCN_DAY,ARCH_YR,BLDG_USG,DCLR_SE,OPBIZ_RESTAGNT_SGG_NM,CODE,BLDG_NM,CGG_NM
2025,11740,Gangdong-gu,10900,Cheonho-dong,1.0,Land,322.0,22.0,2025-03-13,32000,62.02,32.0,2.0,,,1997.0,Multiplex House,Direct Transaction,,1174010900,Yerim Parktel,강동구
2025,11440,Mapo-gu,12500,Seongsan-dong,1.0,Land,648.0,8.0,2025-03-13,11000,20.9,29.32,7.0,,,2002.0,Officetel,Brokerage Transaction,경기 고양시 덕양구,1144012500,Green Officetel,마포구
2025,11410,Seodaemun-gu,11000,Bugahyeon-dong,1.0,Land,1009.0,0.0,2025-03-13,90200,59.96,0.0,18.0,,,1999.0,Apartment,Brokerage Transaction,서울 서대문구,1141011000,Doosan,서대문구
2025,11530,Guro-gu,10800,Oryu-dong,1.0,Land,9.0,231.0,2025-03-13,29800,48.081,69.64,17.0,,,2020.0,Officetel,Brokerage Transaction,서울 구로구,1153010800,Oh Ryu -dong Samjeon Solheim,구로구
2025,11590,Dongjak-gu,10700,Sadang-dong,1.0,Land,1012.0,43.0,2025-03-13,40000,22.73,15.0,3.0,,,2001.0,Multiplex House,Brokerage Transaction,"서울 동작구, 서울 서초구",1159010700,Melon House,동작구
2025,11290,Seongbuk-gu,10300,Donam-dong,1.0,Land,609.0,1.0,2025-03-13,57800,59.58,0.0,2.0,,,1998.0,Apartment,Brokerage Transaction,서울 성북구,1129010300,Hanjin (609-1),성북구
2025,11440,Mapo-gu,12500,Seongsan-dong,1.0,Land,446.0,0.0,2025-03-13,102400,50.54,0.0,7.0,,,1986.0,Apartment,Brokerage Transaction,서울 마포구,1144012500,Seongsan Siyoung (Sunkyung),마포구
2025,11530,Guro-gu,10200,Guro-dong,1.0,Land,830.0,0.0,2025-03-13,13200,18.52,27.64,9.0,,,,Officetel,Brokerage Transaction,서울 구로구,1153010200,Hanyoung Castle City,구로구
2025,11215,Gwangjin-gu,10300,Guui-dong,1.0,Land,253.0,19.0,2025-03-13,24900,41.29,53.48,7.0,,,2003.0,Officetel,Brokerage Transaction,서울 광진구,1121510300,Central Bill,광진구
2025,11410,Seodaemun-gu,11000,Bugahyeon-dong,1.0,Land,1009.0,0.0,2025-03-13,91800,59.96,0.0,10.0,,,1999.0,Apartment,Brokerage Transaction,"서울 서대문구, 인천 미추홀구",1141011000,Doosan,서대문구
2025,11500,Gangseo-gu,10200,Deungchon-dong,1.0,Land,673.0,6.0,2025-03-13,16400,37.54,52.51,6.0,,,2003.0,Officetel,Brokerage Transaction,서울 강서구,1150010200,Deungchon Dongseongwon Sangte View Officetel,강서구
2025,11680,Gangnam-gu,10500,Samseong-dong,1.0,Land,6.0,0.0,2025-03-13,285500,114.837,0.0,6.0,,,1999.0,Apartment,Brokerage Transaction,"경기 광명시, 서울 강남구",1168010500,Hyundai Apartment 101,강남구
2025,11350,Nowon-gu,10300,Gongneung-dong,1.0,Land,715.0,0.0,2025-03-13,36500,39.6,0.0,11.0,,,1994.0,Apartment,Brokerage Transaction,서울 노원구,1135010300,Siyoung 3rd (Life) Apartment,노원구
2025,11200,Seongdong-gu,10200,Hawangsimni-dong,1.0,Land,258.0,0.0,2025-03-13,111000,84.94,0.0,12.0,,,1996.0,Apartment,Brokerage Transaction,서울 성동구,1120010200,Byeoksan,성동구
2025,11440,Mapo-gu,11100,Sinsu-dong,1.0,Land,462.0,0.0,2025-03-13,174000,59.751,0.0,20.0,,,2019.0,Apartment,Brokerage Transaction,"서울 마포구, 서울 성북구",1144011100,Sinchon Forest I Park,마포구
2025,11470,Yangcheon-gu,10100,Sinjeong-dong,1.0,Land,959.0,2.0,2025-03-13,40000,40.52,23.0,2.0,,,2010.0,Multiplex House,Brokerage Transaction,서울 양천구,1147010100,Toyangavianville (959-2),양천구
2025,11380,Eunpyeong-gu,10900,Sinsa-dong,1.0,Land,200.0,139.0,2025-03-13,18200,49.0,19.0,2.0,,,2004.0,Multiplex House,Brokerage Transaction,서울 은평구,1138010900,Yes Green 2nd,은평구
2025,11530,Guro-gu,10200,Guro-dong,1.0,Land,685.0,223.0,2025-03-13,38500,32.39,0.0,10.0,,,1987.0,Apartment,Brokerage Transaction,서울 구로구,1153010200,Jugong 2,구로구
2025,11290,Seongbuk-gu,13400,Gireum-dong,1.0,Land,1279.0,0.0,2025-03-13,86800,59.99,0.0,10.0,,,2003.0,Apartment,Brokerage Transaction,서울 성북구,1129013400,Gilum New Town Complex 1 (Raemian Gil 1st),성북구
2025,11560,Yeongdeungpo-gu,10100,Yeongdeungpo-dong,1.0,Land,647.0,0.0,2025-03-13,121000,84.908,0.0,13.0,,,2002.0,Apartment,Brokerage Transaction,서울 영등포구,1156010100,Yeongdeungpo Prugio,영등포구
2025,11740,Gangdong-gu,10900,Cheonho-dong,1.0,Land,22.0,12.0,2025-03-13,37700,71.38,36.0,1.0,,,1998.0,Multiplex House,Brokerage Transaction,서울 강동구,1174010900,Daekyung Heights Villa,강동구
2025,11530,Guro-gu,10800,Oryu-dong,1.0,Land,33.0,57.0,2025-03-13,25750,29.331,41.196,12.0,,,2024.0,Officetel,Brokerage Transaction,서울 용산구,1153010800,Toyangavian Officetel,구로구
2025,11215,Gwangjin-gu,10100,Junggok-dong,1.0,Land,246.0,45.0,2025-03-13,45000,40.335,25.0,3.0,,,2016.0,Multiplex House,Brokerage Transaction,"서울 광진구, 서울 동대문구",1121510100,Future House,광진구
2025,11530,Guro-gu,10800,Oryu-dong,1.0,Land,33.0,57.0,2025-03-13,25600,29.331,41.196,8.0,,,2024.0,Officetel,Brokerage Transaction,서울 용산구,1153010800,Toyangavian Officetel,구로구
2025,11500,Gangseo-gu,10100,Yeomchang-dong,1.0,Land,274.0,18.0,2025-03-13,36000,24.94,0.0,9.0,,,2020.0,Apartment,Brokerage Transaction,서울 강서구,1150010100,Hanul Vallium,강서구
2025,11530,Guro-gu,10800,Oryu-dong,1.0,Land,33.0,57.0,2025-03-13,25510,29.331,41.196,7.0,,,2024.0,Officetel,Brokerage Transaction,서울 용산구,1153010800,Toyangavian Officetel,구로구
2025,11530,Guro-gu,10800,Oryu-dong,1.0,Land,33.0,57.0,2025-03-13,25600,29.331,41.196,9.0,,,2024.0,Officetel,Brokerage Transaction,서울 용산구,1153010800,Toyangavian Officetel,구로구
2025,11380,Eunpyeong-gu,10800,Yeokchon-dong,1.0,Land,5.0,12.0,2025-03-13,25000,56.42,27.0,4.0,,,2003.0,Multiplex House,Brokerage Transaction,서울 은평구,1138010800,Hanyang Home Town A -dong,은평구
2025,11500,Gangseo-gu,10400,Gayang-dong,1.0,Land,1461.0,0.0,2025-03-13,50700,34.44,0.0,9.0,,,1992.0,Apartment,Brokerage Transaction,서울 강서구,1150010400,Gayang 2 Complex (Holy Land),강서구
2025,11305,Gangbuk-gu,10200,Beon-dong,1.0,Land,148.0,496.0,2025-03-13,37000,74.73,0.0,9.0,,,1997.0,Apartment,Brokerage Transaction,서울 강북구,1130510200,Burndong completed liquor mourning apartment,강북구
2025,11530,Guro-gu,10800,Oryu-dong,1.0,Land,33.0,57.0,2025-03-13,32542,39.194,54.65,2.0,,,2024.0,Officetel,Brokerage Transaction,서울 용산구,1153010800,Toyangavian Officetel,구로구
2025,11260,Jungnang-gu,10300,Junghwa-dong,,,,,2025-03-13,27000,31.77,66.0,0.0,,,1973.0,Detached House,Brokerage Transaction,서울 중랑구,1126010300,Nan,중랑구
2025,11350,Nowon-gu,10200,Wolgye-dong,1.0,Land,944.0,0.0,2025-03-13,75700,59.149,0.0,21.0,,,2005.0,Apartment,Brokerage Transaction,"서울 광진구, 서울 노원구",1135010200,Poonglim I One,노원구
2025,11410,Seodaemun-gu,11900,Bukgajwa-dong,1.0,Land,288.0,4.0,2025-03-13,27500,49.5,34.0,2.0,,,1987.0,Multiplex House,Brokerage Transaction,서울 서대문구,1141011900,(288-4),서대문구
2025,11170,Yongsan-gu,10900,Cheongpa-dong 1(il)-ga,1.0,Land,1.0,57.0,2025-03-13,65000,39.16,26.0,3.0,,,1993.0,Multiplex House,Brokerage Transaction,서울 용산구,1117010900,Hongeun Villa,용산구
2025,11530,Guro-gu,10800,Oryu-dong,1.0,Land,33.0,57.0,2025-03-13,32962,39.194,54.65,7.0,,,2024.0,Officetel,Brokerage Transaction,서울 용산구,1153010800,Toyangavian Officetel,구로구
2025,11530,Guro-gu,10800,Oryu-dong,1.0,Land,33.0,57.0,2025-03-13,32902,39.194,54.65,6.0,,,2024.0,Officetel,Brokerage Transaction,서울 용산구,1153010800,Toyangavian Officetel,구로구
2025,11530,Guro-gu,10800,Oryu-dong,1.0,Land,33.0,57.0,2025-03-13,25210,29.331,41.196,3.0,,,2024.0,Officetel,Brokerage Transaction,서울 용산구,1153010800,Toyangavian Officetel,구로구
2025,11530,Guro-gu,10800,Oryu-dong,1.0,Land,33.0,57.0,2025-03-13,25750,29.331,41.2,13.0,,,2024.0,Officetel,Brokerage Transaction,서울 용산구,1153010800,Toyangavian Officetel,구로구
2025,11350,Nowon-gu,10400,Hagye-dong,1.0,Land,271.0,3.0,2025-03-13,63000,70.56,0.0,14.0,,,1988.0,Apartment,Brokerage Transaction,서울 노원구,1135010400,Far East,노원구
2025,11530,Guro-gu,10800,Oryu-dong,1.0,Land,33.0,57.0,2025-03-13,32902,39.194,54.65,5.0,,,2024.0,Officetel,Brokerage Transaction,서울 용산구,1153010800,Toyangavian Officetel,구로구
2025,11230,Dongdaemun-gu,10500,Dapsipni-dong,1.0,Land,472.0,1.0,2025-03-13,60000,126.72,41.0,4.0,,,1994.0,Multiplex House,Brokerage Transaction,서울 동대문구,1123010500,Jeongho Villat,동대문구
2025,11680,Gangnam-gu,10500,Samseong-dong,1.0,Land,108.0,1.0,2025-03-13,250000,109.32,0.0,3.0,,,2003.0,Apartment,Brokerage Transaction,"서울 강남구, 서울 서초구",1168010500,Aem,강남구
2025,11680,Gangnam-gu,10600,Daechi-dong,1.0,Land,888.0,0.0,2025-03-13,360000,84.95,0.0,14.0,,,2008.0,Apartment,Brokerage Transaction,서울 강남구,1168010600,Daechi I -Park,강남구
2025,11470,Yangcheon-gu,10300,Sinwol-dong,1.0,Land,975.0,9.0,2025-03-13,24000,36.05,27.0,2.0,,,1987.0,Multiplex House,Brokerage Transaction,"서울 관악구, 서울 양천구",1147010300,Royal Town C,양천구
2025,11740,Gangdong-gu,10500,Gil-dong,1.0,Land,108.0,3.0,2025-03-13,38500,41.95,24.0,6.0,,,2016.0,Multiplex House,Brokerage Transaction,서울 강동구,1174010500,Dongha Ecoville 2nd,강동구
2025,11305,Gangbuk-gu,10100,Mia-dong,1.0,Land,1264.0,208.0,2025-03-13,42000,35.55,23.0,1.0,,,1988.0,Multiplex House,Brokerage Transaction,서울 강북구,1130510100,(1264-208),강북구
2025,11560,Yeongdeungpo-gu,11700,Dangsan-dong,1.0,Land,374.0,0.0,2025-03-13,109000,59.97,0.0,16.0,,,1995.0,Apartment,Brokerage Transaction,서울 영등포구,1156011700,Raemian Dangsan 1st,영등포구
2025,11290,Seongbuk-gu,11200,Samseon-dong 2(i)-ga,1.0,Land,425.0,0.0,2025-03-13,77000,84.83,0.0,1.0,,,2008.0,Apartment,Brokerage Transaction,서울 성북구,1129011200,Tripseon Prugio,성북구
2025,11290,Seongbuk-gu,13400,Gireum-dong,1.0,Land,1280.0,1.0,2025-03-13,79000,84.97,0.0,1.0,,,2005.0,Apartment,Brokerage Transaction,서울 성북구,1129013400,Gilum New Town Complex 3 Prugio,성북구
2025,11500,Gangseo-gu,10300,Hwagok-dong,1.0,Land,1105.0,10.0,2025-03-13,24000,32.84,8.0,9.0,,,2014.0,Multiplex House,Brokerage Transaction,서울 강서구,1150010300,Yega Body II (1105-10),강서구
2025,11440,Mapo-gu,12300,Mangwon-dong,1.0,Land,420.0,0.0,2025-03-13,66000,59.4,0.0,10.0,,,1998.0,Apartment,Brokerage Transaction,서울 마포구,1144012300,Suwon 1,마포구
2025,11380,Eunpyeong-gu,10300,Bulgwang-dong,1.0,Land,230.0,20.0,2025-03-13,50400,41.49,21.0,-1.0,,,1993.0,Multiplex House,Brokerage Transaction,서울 은평구,1138010300,Movie Villa (230-20),은평구
2025,11590,Dongjak-gu,10500,Heukseok-dong,1.0,Land,339.0,0.0,2025-03-13,185000,119.727,0.0,9.0,,,2012.0,Apartment,Brokerage Transaction,서울 동작구,1159010500,Black Han Gangsen Treville II,동작구
2025,11440,Mapo-gu,11400,Changjeon-dong,1.0,Land,439.0,0.0,2025-03-13,119800,84.97,0.0,13.0,,,2003.0,Apartment,Brokerage Transaction,서울 마포구,1144011400,Sinchon Taeyoung Desian,마포구
2025,11170,Yongsan-gu,11900,Hyochang-dong,1.0,Land,274.0,0.0,2025-03-13,162000,84.45,0.0,4.0,,,2010.0,Apartment,Brokerage Transaction,서울 용산구,1117011900,Hyochang Park Prugio,용산구
2025,11530,Guro-gu,10800,Oryu-dong,1.0,Land,33.0,57.0,2025-03-13,32872,39.194,54.65,4.0,,,2024.0,Officetel,Brokerage Transaction,서울 용산구,1153010800,Toyangavian Officetel,구로구
2025,11530,Guro-gu,10800,Oryu-dong,1.0,Land,33.0,57.0,2025-03-13,34051,40.133,56.174,4.0,,,2024.0,Officetel,Brokerage Transaction,서울 용산구,1153010800,Toyangavian Officetel,구로구
2025,11170,Yongsan-gu,12900,Ichon-dong,1.0,Land,404.0,0.0,2025-03-13,300000,114.96,0.0,21.0,,,1998.0,Apartment,Brokerage Transaction,서울 용산구,1117012900,Hangaram,용산구
2025,11500,Gangseo-gu,10600,Naebalsan-dong,1.0,Land,694.0,13.0,2025-03-13,20000,43.71,20.0,3.0,,,2002.0,Multiplex House,Brokerage Transaction,서울 강서구,1150010600,Royal Parkville,강서구
2025,11380,Eunpyeong-gu,10800,Yeokchon-dong,1.0,Land,30.0,10.0,2025-03-13,22000,29.91,18.0,4.0,,,2011.0,Multiplex House,Brokerage Transaction,서울 은평구,1138010800,Gold Class (30-10),은평구
2025,11320,Dobong-gu,10600,Banghak-dong,1.0,Land,629.0,9.0,2025-03-12,17000,29.63,19.0,5.0,,,2018.0,Multiplex House,Direct Transaction,,1132010600,Central Parkville,도봉구
2025,11290,Seongbuk-gu,13500,Jongam-dong,1.0,Land,80.0,0.0,2025-03-12,95500,114.98,0.0,8.0,,,2004.0,Apartment,Brokerage Transaction,서울 성북구,1129013500,Ramian Krishiel,성북구
2025,11680,Gangnam-gu,10400,Cheongdam-dong,1.0,Land,43.0,0.0,2025-03-12,220000,84.91,0.0,12.0,,,1999.0,Apartment,Brokerage Transaction,"경기 용인시 기흥구, 서울 강남구",1168010400,Cheongdam Woobang Apartment,강남구
2025,11260,Jungnang-gu,10200,Sangbong-dong,1.0,Land,499.0,0.0,2025-03-12,76000,84.647,0.0,9.0,,,2006.0,Apartment,Brokerage Transaction,서울 중랑구,1126010200,Kunyoung Casville,중랑구
2025,11320,Dobong-gu,10500,Ssangmun-dong,1.0,Land,220.0,7.0,2025-03-12,15000,48.9,27.0,4.0,,,1995.0,Multiplex House,Brokerage Transaction,서울 도봉구,1132010500,Yusong Mansion A -dong,도봉구
2025,11710,Songpa-gu,10800,Munjeong-dong,1.0,Land,150.0,0.0,2025-03-12,230000,117.585,0.0,10.0,,,1988.0,Apartment,Brokerage Transaction,경기 과천시,1171010800,Olympic Family Town,송파구
2025,11200,Seongdong-gu,10700,Haengdang-dong,1.0,Land,347.0,0.0,2025-03-12,118000,59.96,0.0,9.0,,,2000.0,Apartment,Brokerage Transaction,서울 성동구,1120010700,Daelim e-comfortable world,성동구
2025,11680,Gangnam-gu,10100,Yeoksam-dong,1.0,Land,736.0,24.0,2025-03-12,25500,36.24,50.62,4.0,,,2004.0,Officetel,Brokerage Transaction,"서울 강남구, 세종",1168010100,El Zone Sam,강남구
2025,11500,Gangseo-gu,10900,Banghwa-dong,,,,,2025-03-12,95000,99.07,116.0,0.0,,,1972.0,Detached House,Brokerage Transaction,서울 강서구,1150010900,Nan,강서구
2025,11215,Gwangjin-gu,10300,Guui-dong,1.0,Land,668.0,0.0,2025-03-12,122000,59.98,0.0,7.0,,,2018.0,Apartment,Brokerage Transaction,서울 광진구,1121510300,Raemian Park Suite,광진구
2025,11260,Jungnang-gu,10100,Myeonmok-dong,1.0,Land,64.0,35.0,2025-03-12,26400,44.13,26.0,3.0,,,2016.0,Multiplex House,Direct Transaction,,1126010100,Central Park,중랑구
2025,11680,Gangnam-gu,10400,Cheongdam-dong,1.0,Land,121.0,0.0,2025-03-12,365000,183.77,0.0,7.0,,,1998.0,Apartment,Brokerage Transaction,서울 강남구,1168010400,Cheongdam -dong Hyundai Villat,강남구
2025,11200,Seongdong-gu,10200,Hawangsimni-dong,1.0,Land,1070.0,0.0,2025-03-12,174000,84.99,0.0,22.0,,,2016.0,Apartment,Brokerage Transaction,서울 성동구,1120010200,Centras,성동구
2025,11380,Eunpyeong-gu,10500,Gusan-dong,1.0,Land,21.0,41.0,2025-03-12,18500,29.2,17.0,4.0,,,2017.0,Multiplex House,Brokerage Transaction,서울 은평구,1138010500,DH Palace (21-41),은평구
2025,11680,Gangnam-gu,11800,Dogok-dong,1.0,Land,527.0,0.0,2025-03-12,384000,119.89,0.0,17.0,,,2006.0,Apartment,Brokerage Transaction,서울 강남구,1168011800,Dogok Rexle,강남구
2025,11680,Gangnam-gu,10300,Gaepo-dong,1.0,Land,1252.0,10.0,2025-03-12,42400,42.39,18.0,2.0,,,1995.0,Multiplex House,Brokerage Transaction,"서울 강남구, 서울 서초구",1168010300,Modern art,강남구
2025,11470,Yangcheon-gu,10200,Mok-dong,1.0,Land,497.0,13.0,2025-03-12,37500,52.31,33.0,3.0,,,2008.0,Multiplex House,Brokerage Transaction,서울 양천구,1147010200,Yoon Sung Artville,양천구
2025,11170,Yongsan-gu,12500,Hangangno 2(i)-ga,1.0,Land,2.0,8.0,2025-03-12,29500,29.54,44.01,18.0,,,2005.0,Officetel,Brokerage Transaction,서울 용산구,1117012500,Han River Road Byeoksan Mega Tree,용산구
2025,11380,Eunpyeong-gu,10700,Eungam-dong,1.0,Land,590.0,10.0,2025-03-12,55000,51.39,0.0,11.0,,,2023.0,Apartment,Direct Transaction,,1138010700,Myeongnam Sky View,은평구
2025,11680,Gangnam-gu,10600,Daechi-dong,1.0,Land,316.0,0.0,2025-03-12,348000,84.43,0.0,8.0,,,1979.0,Apartment,Brokerage Transaction,"경기 용인시 기흥구, 서울 강남구",1168010600,Silver horse,강남구
2025,11620,Gwanak-gu,10100,Bongcheon-dong,1.0,Land,1733.0,0.0,2025-03-12,112000,84.31,0.0,2.0,,,2020.0,Apartment,Brokerage Transaction,서울 관악구,1162010100,e comfortable world Seoul National University Entrance 2nd,관악구
2025,11620,Gwanak-gu,10100,Bongcheon-dong,1.0,Land,1733.0,0.0,2025-03-12,117000,84.31,0.0,12.0,,,2020.0,Apartment,Brokerage Transaction,서울 관악구,1162010100,e comfortable world Seoul National University Entrance 2nd,관악구
2025,11170,Yongsan-gu,10200,yongsan-dong  2(i)-ga,1.0,Land,44.0,5.0,2025-03-12,40000,21.45,19.0,1.0,,,2007.0,Multiplex House,Brokerage Transaction,서울 용산구,1117010200,Luxury,용산구
2025,11680,Gangnam-gu,11800,Dogok-dong,1.0,Land,934.0,10.0,2025-03-12,170000,84.83,0.0,6.0,,,1986.0,Apartment,Direct Transaction,,1168011800,Dogok Woosung Apartment,강남구
2025,11290,Seongbuk-gu,13300,Jeongneung-dong,,,,,2025-03-12,47000,29.75,44.0,0.0,,,1947.0,Detached House,Brokerage Transaction,서울 성북구,1129013300,Nan,성북구
2025,11305,Gangbuk-gu,10200,Beon-dong,1.0,Land,459.0,110.0,2025-03-12,40000,59.94,0.0,11.0,,,1997.0,Apartment,Brokerage Transaction,서울 강북구,1130510200,Ssangyong,강북구
2025,11200,Seongdong-gu,11300,Oksu-dong,1.0,Land,428.0,0.0,2025-03-12,190000,148.23,0.0,9.0,,,1986.0,Apartment,Brokerage Transaction,"서울 서초구, 서울 성동구",1120011300,Far East,성동구
2025,11650,Seocho-gu,11100,Sinwon-dong,1.0,Land,608.0,0.0,2025-03-12,29500,26.61,26.61,3.0,,,2021.0,Officetel,Direct Transaction,,1165011100,Seocho Metheim,서초구
2025,11470,Yangcheon-gu,10200,Mok-dong,1.0,Land,555.0,4.0,2025-03-12,38500,46.797,0.0,3.0,,,2016.0,Apartment,Brokerage Transaction,서울 양천구,1147010200,CG Beautiful Mok -dong Apartment,양천구
2025,11740,Gangdong-gu,10100,Myeongil-dong,1.0,Land,46.0,3.0,2025-03-12,18000,21.312,32.041,7.0,,,2021.0,Officetel,Brokerage Transaction,서울 강동구,1174010100,Godeok Station Daemyung Belion,강동구
2025,11470,Yangcheon-gu,10200,Mok-dong,1.0,Land,614.0,8.0,2025-03-12,54500,66.88,0.0,8.0,,,2019.0,Apartment,Brokerage Transaction,서울 강서구,1147010200,Mokdong Bellos Rainfall Combination,양천구
2025,11230,Dongdaemun-gu,11000,Imun-dong,3.0,Block,149.0,8.0,2025-03-12,34700,20.8,0.0,27.0,Pre-sale Right,,0.0,Apartment,Brokerage Transaction,서울 동대문구,1123011000,Imun I -Park Zay,동대문구
2025,11680,Gangnam-gu,10500,Samseong-dong,1.0,Land,48.0,0.0,2025-03-12,165000,61.23,0.0,4.0,,,2001.0,Apartment,Brokerage Transaction,서울 강남구,1168010500,Korean -Japanese,강남구
2025,11680,Gangnam-gu,10100,Yeoksam-dong,1.0,Land,711.0,3.0,2025-03-12,340000,114.595,0.0,2.0,,,2016.0,Apartment,Brokerage Transaction,서울 강남구,1168010100,Yeoksamjai,강남구
2025,11680,Gangnam-gu,10800,Nonhyeon-dong,1.0,Land,103.0,0.0,2025-03-12,125000,84.87,0.0,9.0,,,1996.0,Apartment,Brokerage Transaction,서울 강남구,1168010800,Ssangyong,강남구
2025,11470,Yangcheon-gu,10300,Sinwol-dong,1.0,Land,222.0,7.0,2025-03-12,37500,59.94,0.0,5.0,,,1996.0,Apartment,Brokerage Transaction,서울 강서구,1147010300,Sinwol Sungwon,양천구
2025,11560,Yeongdeungpo-gu,11000,Yeouido-dong,1.0,Land,30.0,2.0,2025-03-12,252000,92.13,0.0,4.0,,,1975.0,Apartment,Brokerage Transaction,서울 영등포구,1156011000,Tribe,영등포구
2025,11470,Yangcheon-gu,10200,Mok-dong,1.0,Land,926.0,8.0,2025-03-12,109000,58.05,0.0,11.0,,,1997.0,Apartment,Brokerage Transaction,서울 양천구,1147010200,Mok-dong Sungwon (926-8),양천구
2025,11215,Gwangjin-gu,10100,Junggok-dong,1.0,Land,647.0,2.0,2025-03-12,59500,66.09,0.0,3.0,,,2003.0,Apartment,Brokerage Transaction,서울 광진구,1121510100,Sambo Global 102,광진구
2025,11470,Yangcheon-gu,10300,Sinwol-dong,1.0,Land,1076.0,0.0,2025-03-12,74000,52.85,0.0,5.0,,,2020.0,Apartment,Brokerage Transaction,서울 양천구,1147010300,Mokdong Central I -Park Web 2 Complex,양천구
2025,11740,Gangdong-gu,10600,Dunchon-dong,1.0,Land,435.0,7.0,2025-03-12,84000,83.97,0.0,11.0,,,2004.0,Apartment,Brokerage Transaction,서울 강동구,1174010600,Gwangnam Casville 101,강동구
2025,11500,Gangseo-gu,10300,Hwagok-dong,1.0,Land,367.0,43.0,2025-03-12,27000,65.65,31.0,3.0,,,2000.0,Multiplex House,Brokerage Transaction,서울 강서구,1150010300,Yeonhee Villa,강서구
2025,11305,Gangbuk-gu,10100,Mia-dong,1.0,Land,1357.0,0.0,2025-03-12,67000,84.705,0.0,12.0,,,2003.0,Apartment,Brokerage Transaction,서울 강북구,1130510100,Triangular Mount,강북구
2025,11305,Gangbuk-gu,10100,Mia-dong,1.0,Land,1357.0,0.0,2025-03-12,76500,84.705,0.0,13.0,,,2003.0,Apartment,Brokerage Transaction,서울 강북구,1130510100,Triangular Mount,강북구
2025,11500,Gangseo-gu,10300,Hwagok-dong,1.0,Land,1073.0,28.0,2025-03-12,21500,28.14,13.0,4.0,,,2016.0,Multiplex House,Brokerage Transaction,서울 강서구,1150010300,SK Baum House (1073-28),강서구
2025,11560,Yeongdeungpo-gu,13200,Singil-dong,1.0,Land,4950.0,0.0,2025-03-12,157000,84.97,0.0,4.0,,,2017.0,Apartment,Brokerage Transaction,서울 영등포구,1156013200,Raemian Estium,영등포구
2025,11305,Gangbuk-gu,10100,Mia-dong,1.0,Land,791.0,2703.0,2025-03-12,27500,55.57,35.0,5.0,,,2017.0,Multiplex House,Direct Transaction,,1130510100,Evergreen Casville,강북구
2025,11560,Yeongdeungpo-gu,13200,Singil-dong,1.0,Land,4950.0,0.0,2025-03-12,155000,84.97,0.0,26.0,,,2017.0,Apartment,Brokerage Transaction,서울 영등포구,1156013200,Raemian Estium,영등포구
2025,11470,Yangcheon-gu,10200,Mok-dong,1.0,Land,553.0,7.0,2025-03-12,23000,46.0,29.0,2.0,,,2003.0,Multiplex House,Brokerage Transaction,서울 양천구,1147010200,Oseong Treville (Neck),양천구
2025,11590,Dongjak-gu,10700,Sadang-dong,1.0,Land,1161.0,0.0,2025-03-12,188500,84.924,0.0,8.0,,,2021.0,Apartment,Brokerage Transaction,서울 동작구,1159010700,Isu Prugi Author Freshium,동작구
2025,11470,Yangcheon-gu,10100,Sinjeong-dong,1.0,Land,325.0,0.0,2025-03-12,116800,51.48,0.0,15.0,,,1988.0,Apartment,Brokerage Transaction,서울 양천구,1147010100,Mokdong New Town 11,양천구
2025,11470,Yangcheon-gu,10100,Sinjeong-dong,1.0,Land,325.0,0.0,2025-03-12,146000,66.24,0.0,4.0,,,1988.0,Apartment,Brokerage Transaction,서울 양천구,1147010100,Mokdong New Town 11,양천구
2025,11680,Gangnam-gu,10100,Yeoksam-dong,1.0,Land,836.0,0.0,2025-03-12,43000,39.89,0.0,3.0,,,1996.0,Apartment,Brokerage Transaction,서울 강남구,1168010100,Hansville (836),강남구
2025,11200,Seongdong-gu,11300,Oksu-dong,1.0,Land,60.0,0.0,2025-03-12,199000,84.767,0.0,12.0,,,2004.0,Apartment,Brokerage Transaction,서울 성동구,1120011300,Poonglim I One,성동구
2025,11530,Guro-gu,11100,Cheonwang-dong,1.0,Land,281.0,0.0,2025-03-12,82000,101.99,0.0,1.0,,,2014.0,Apartment,Brokerage Transaction,서울 구로구,1153011100,Cheonwang Yeonji Town Complex 2,구로구
2025,11680,Gangnam-gu,10600,Daechi-dong,1.0,Land,506.0,0.0,2025-03-12,510000,163.92,0.0,11.0,,,1983.0,Apartment,Brokerage Transaction,서울 강남구,1168010600,선경1차(1동-7동),강남구
2025,11290,Seongbuk-gu,10300,Donam-dong,1.0,Land,609.0,1.0,2025-03-12,58000,59.58,0.0,9.0,,,1998.0,Apartment,Brokerage Transaction,서울 성북구,1129010300,Hanjin (609-1),성북구
2025,11305,Gangbuk-gu,10300,Suyu-dong,1.0,Land,486.0,716.0,2025-03-12,17500,60.57,75.0,3.0,,,1990.0,Multiplex House,Brokerage Transaction,서울 강북구,1130510300,Doyang Villa,강북구
2025,11230,Dongdaemun-gu,10500,Dapsipni-dong,1.0,Land,1009.0,0.0,2025-03-12,136600,84.9,0.0,8.0,,,2018.0,Apartment,Brokerage Transaction,서울 동대문구,1123010500,Hillstate Cheonggye,동대문구
2025,11590,Dongjak-gu,10700,Sadang-dong,1.0,Land,1160.0,0.0,2025-03-12,129000,84.973,0.0,12.0,,,2021.0,Apartment,Brokerage Transaction,서울 동작구,1159010700,Sadang Lotte Castle Gone Foret,동작구
